last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,address,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id
Davis,James,,,Jim,,1957-10-11,M,rep,FL,11,,Democrat,,D000114,1478,N00002926,,,,400094
McMahon,Michael,E.,,,,1957-09-12,M,rep,NY,13,,Democrat,,M001174,1941,N00030267,,H8NY13077,1031352,412296
Rogan,James,E.,,,,1957-08-21,M,rep,CA,27,,Republican,,R000386,1519,,,,,400605
Andrews,Robert,E.,,Rob,Robert E. Andrews,1957-08-04,M,rep,NJ,1,,Democrat,2265 Rayburn HOB; Washington DC 20515-3001,A000210,21,N00000826,,"H0NJ01066,S8NJ00392",19670,400008
Klein,Ron,,,,,1957-07-10,M,rep,FL,22,,Democrat,,K000366,1842,N00027515,,H6FL22040,55563,412198
Weller,Gerald,C.,,Jerry,,1957-07-07,M,rep,IL,11,,Republican,,W000273,1216,N00004745,,H4IL11096,,400429
Hardy,Cresent,,,,Cresent Hardy,1957-06-23,M,rep,NV,4,,Republican,430 Cannon HOB; Washington DC 20515-2804,H001070,2260,N00035628,,H4NV04017,,412645
Franks,Trent,,,,Trent Franks,1957-06-19,M,rep,AZ,8,,Republican,2435 Rayburn HOB; Washington DC 20515-0308,F000448,1707,N00006423,,H4AZ04024,1003550,400141
Tucker,Walter,R.,III,,,1957-05-28,M,rep,CA,37,,Democrat,,T000405,1172,,,,,410974
Rowland,John,,,,,1957-05-24,M,rep,CT,5,,Republican,,R000482,994,,,,,409443
Kerns,Brian,,,,,1957-05-22,M,rep,IN,7,,Republican,,K000359,1650,,,,,400521
Swett,Richard,,,,,1957-05-01,M,rep,NH,2,,Democrat,,S001113,1128,,,,18623,410565
Kennedy,Mark,R.,,,,1957-04-11,M,rep,MN,6,,Republican,,K000358,1652,N00009670,,,,400214
Harris,Katherine,,,,,1957-04-05,F,rep,FL,13,,Republican,,H001035,1714,N00024882,,,,400167
Deutsch,Peter,,,,,1957-04-01,M,rep,FL,20,,Democrat,,D000275,291,N00002839,,,,400106
Holden,Tim,,,,Tim Holden,1957-03-05,M,rep,PA,17,,Democrat,2417 Rayburn HOB; Washington DC 20515-3817,H000712,550,N00001469,,H2PA06080,29611,400183
Clarke,Hansen,,,,Hansen Clarke,1957-03-02,M,rep,MI,13,,Democrat,1319 Longworth HOB; Washington DC 20515-2213,C001085,2030,N00031945,,H0MI13398,,412440
Meehan,Martin,T.,,Marty,,1956-12-30,M,rep,MA,5,,Democrat,,M000627,788,N00000205,,H2MA05054,,400269
Rivers,Lynn,,,,,1956-12-19,F,rep,MI,13,,Democrat,,R000281,966,,,,,400528
Adams,Sandy,,,,Sandy Adams,1956-12-14,F,rep,FL,24,,Republican,216 Cannon HOB; Washington DC 20515-0924,A000366,2006,N00030926,,H0FL24049,,412414
Bunn,Jim,,,,,1956-12-12,M,rep,OR,5,,Republican,,B001063,145,,,,,402010
Blagojevich,Rod,,,,,1956-12-10,M,rep,IL,5,,Democrat,,B000518,1463,N00004816,,,,400518
Fattah,Chaka,,,,Chaka Fattah,1956-11-21,M,rep,PA,2,,Democrat,2301 Rayburn HOB; Washington DC 20515-3802,F000043,371,N00001746,,H2PA02055,36763,400130
Stockman,Steve,,,,Steve Stockman,1956-11-14,M,rep,TX,36,,Republican,326 Cannon HOB; Washington DC 20515-4336,S000937,1114,N00005918,,"H6TX22143,H0TX09077",3626,410396
Roemer,Timothy,,,,,1956-10-30,M,rep,IN,3,,Democrat,,R000385,976,,,,,400520
Talent,James,M.,,Jim,,1956-10-18,M,sen,MO,,1,Republican,,T000024,1135,N00005004,S286,,,300096
Brownback,Samuel,D.,,Sam,,1956-09-12,M,sen,KS,,3,Republican,,B000953,137,N00005244,S249,S6KS00122,,300013
Mahoney,Tim,,,,,1956-08-15,M,rep,FL,16,,Democrat,,M001164,1841,N00027804,,H6FL16059,,412197
McIntyre,Mike,,,,Mike McIntyre,1956-08-06,M,rep,NC,7,,Democrat,2428 Rayburn HOB; Washington DC 20515-3307,M000485,1505,N00002356,,H8NC07044,45960,400266
English,Philip,,,Phil,,1956-06-20,M,rep,PA,3,,Republican,,E000187,347,N00001427,,H4PA21051,,400123
Carney,John,C.,,,John C. Carney Jr.,1956-05-20,M,rep,DE,0,,Democrat,1406 Longworth HOB; Washington DC 20515-0800,C001083,1999,N00030736,,H0DE01017,94948,412407
Markey,Betsy,,,,,1956-04-27,F,rep,CO,4,,Democrat,,M001172,1911,N00029128,,H8CO04067,1030430,412298
Bachmann,Michele,Marie,,,Michele Bachmann,1956-04-06,F,rep,MN,6,,Republican,2417 Rayburn HOB; Washington DC 20515-2306,B001256,1858,N00027493,,"H6MN06074,P20002978",1021492,412216
Ribble,Reid,J.,,,Reid J. Ribble,1956-04-05,M,rep,WI,8,,Republican,1513 Longworth HOB; Washington DC 20515-4908,R000587,2073,N00030968,,H0WI08075,62776,412489
Baird,Brian,N.,,,,1956-03-07,M,rep,WA,3,,Democrat,,B001229,1557,N00007936,,H6WA03135,45981,400011
Boustany,Charles,W.,Jr.,,Charles W. Boustany Jr.,1956-02-21,M,rep,LA,3,,Republican,1431 Longworth HOB; Washington DC 20515-1803,B001255,1787,N00026595,,H4LA07029,1013047,400636
Blute,Peter,I.,,,,1956-01-28,M,rep,MA,3,,Republican,,B000576,100,,,,,401547
Bayh,Evan,,,,,1955-12-26,M,sen,IN,,3,Democrat,,B001233,1572,N00003762,S264,S8IN00049,,300006
Landrieu,Mary,L.,,,Mary L. Landrieu,1955-11-23,F,sen,LA,,2,Democrat,703 Hart Senate Office Building Washington DC 20510,L000550,1546,N00005395,S258,"S6LA00227,P00003483",22357,300063
Barrow,John,,,,John Barrow,1955-10-31,M,rep,GA,12,,Democrat,2202 Rayburn HOB; Washington DC 20515-1012,B001252,1780,N00026080,,H4GA12010,1012025,400628
Meehan,Patrick,,,,Patrick Meehan,1955-10-20,M,rep,PA,7,,Republican,2305 Rayburn House Office Building; Washington DC 20515-3807,M001181,2052,N00031134,,H0PA07082,1033856,412466
Rehberg,Dennis,,,Denny,Denny Rehberg,1955-10-05,M,rep,MT,0,,Republican,2448 Rayburn HOB; Washington DC 20515-2601,R000571,1657,N00004645,,H0MT00033,,400335
Sweeney,David,McCann,,Mac,,1955-09-15,M,rep,TX,14,,Republican,,S001101,1127,,,,,410553
Sweeney,John,E.,,,,1955-08-09,M,rep,NY,20,,Republican,,S001149,1591,N00009821,,,,400393
Barca,Peter,William,,,,1955-08-07,M,rep,WI,1,,Democrat,,B001226,51,,,,,401134
Boyda,Nancy,E.,,,,1955-08-02,F,rep,KS,2,,Democrat,,B001258,1852,N00026434,,H4KS02107,,412210
Campbell,John,Bayard Taylor,III,,John Campbell,1955-07-19,M,rep,CA,45,,Republican,2331 Rayburn HOB; Washington DC 20515-0545,C001064,1816,N00027565,,H6CA48039,1019004,412011
Ose,Doug,,,,,1955-06-27,M,rep,CA,3,,Republican,,O000164,1585,N00007581,,,,400304
Radanovich,George,P.,,,,1955-06-20,M,rep,CA,19,,Republican,,R000004,939,N00007507,,H2CA19054,36533,400330
Coppersmith,Samuel,G.,,,,1955-05-22,M,rep,AZ,1,,Democrat,,C000767,232,,,,,402890
Majette,Denise,,,,,1955-05-18,F,rep,GA,4,,Democrat,,M001145,1719,N00025138,,,,400250
Porter,Jon,Christopher,Sr.,,,1955-05-16,M,rep,NV,3,,Republican,,P000589,1739,N00012560,,H0NV01078,,400324
Frisa,Dan,,,,,1955-04-27,M,rep,NY,4,,Republican,,F000387,417,,,,,404332
Kingston,Jack,,,,Jack Kingston,1955-04-24,M,rep,GA,1,,Republican,2372 Rayburn HOB; Washington DC 20515-1001,K000220,636,N00002656,,H2GA01157,26480,400221
Wu,David,,,,,1955-04-08,M,rep,OR,1,,Democrat,2338 Rayburn House Office Building;  20515-3701,W000793,1598,N00009824,,H8OR01072,57882,400437
McKinney,Cynthia,,,,,1955-03-17,F,rep,GA,4,,Democrat,,M000523,780,N00002511,,,,400513
Salazar,Ken,,,,,1955-03-02,M,sen,CO,,3,Democrat,,S001163,1762,N00026892,S297,S4CO00163,,400619
Gerlach,Jim,,,,Jim Gerlach,1955-02-25,M,rep,PA,6,,Republican,2442 Rayburn HOB; Washington DC 20515-3806,G000549,1743,N00025025,,H2PA06114,1003611,400147
Baldacci,John,,,,,1955-01-30,M,rep,ME,2,,Democrat,,B000081,48,,,,,400525
Redmond,William,Thomas,,,,1955-01-28,M,rep,NM,3,,Republican,,R000567,1515,,,,,409087
Michaud,Michael,H.,,,Michael H. Michaud,1955-01-18,M,rep,ME,2,,Democrat,1724 Longworth HOB; Washington DC 20515-1902,M001149,1730,N00024770,,H2ME02097,1003591,400274
Fallin,Mary,,,,,1954-12-09,F,rep,OK,5,,Republican,,F000453,1872,N00027781,,H6OK05160,,412230
Price,Tom,,,,Tom Price,1954-10-08,M,rep,GA,6,,Republican,1211 Longworth HOB; Washington DC 20515-1006,P000591,1778,N00026160,,H4GA06087,1013044,400626
Largent,Steve,,,,,1954-09-28,M,rep,OK,1,,Republican,,L000096,664,,,,,400593
Lummis,Cynthia,M.,,,Cynthia M. Lummis,1954-09-10,F,rep,WY,0,,Republican,2433 Rayburn HOB; Washington DC 20515-5000,L000571,1960,N00029788,,H8WY00148,1031365,412294
Foley,Mark,Adam,,,,1954-09-08,M,rep,FL,16,,Republican,,F000238,396,N00002898,,,,400136
Diaz-Balart,Lincoln,,,,,1954-08-13,M,rep,FL,21,,Republican,,D000299,294,N00002872,,H2FL19037,25887,400107
Perkins,Carl,Christopher,,,,1954-08-06,M,rep,KY,7,,Democrat,,P000229,909,,,,,408632
LaTourette,Steven,C.,,,Steven C. LaTourette,1954-07-22,M,rep,OH,14,,Republican,2371 Rayburn HOB; Washington DC 20515-3514,L000553,667,N00003545,,H4OH19036,36748,400235
Ney,Robert,William,,Bob,,1954-07-05,M,rep,OH,18,,Republican,,N000081,862,N00003532,,,,400293
Canady,Charles,T.,,,,1954-06-22,M,rep,FL,12,,Republican,,C000107,171,,,,,400574
Miller,Candice,S.,,,Candice S. Miller,1954-05-07,F,rep,MI,10,,Republican,320 Cannon HOB; Washington DC 20515-2210,M001150,1731,N00009795,,H6MI12181,1003594,400276
Paxon,L.,William,,,,1954-04-29,M,rep,NY,27,,Republican,,P000148,901,,,,,408553
Neumann,Mark,W.,,,,1954-02-27,M,rep,WI,1,,Republican,,N000054,861,N00009160,,,29135,408142
Sali,Bill,,,,,1954-02-17,M,rep,ID,1,,Republican,,S001167,1847,N00027644,,H6ID01177,,412201
Dooley,Calvin,M.,,Cal,,1954-01-11,M,rep,CA,20,,Democrat,,D000424,306,N00007251,,,,400112
Bonilla,Henry,,,,,1954-01-02,M,rep,TX,23,,Republican,,B000617,107,N00005985,,,,400037
Levy,David,A.,,,,1953-12-18,M,rep,NY,4,,Republican,,L000267,686,,,,,406768
Barrett,Thomas,M.,,,,1953-12-08,M,rep,WI,5,,Democrat,,B000177,58,,,,,400553
Espy,Albert,Michael,,,,1953-11-30,M,rep,MS,2,,Democrat,,E000218,356,,,,,403904
White,Richard,Alan,,Rick,,1953-11-06,M,rep,WA,1,,Republican,,W000391,1220,,,,,411550
Hoekstra,Peter,,,Pete,,1953-10-30,M,rep,MI,2,,Republican,,H000676,547,N00004155,,H2MI02066,26490,400182
Schuette,Bill,,,,,1953-10-13,M,rep,MI,10,,Republican,,S000143,1034,,,,,409651
Taylor,Gene,,,,,1953-09-17,M,rep,MS,4,,Democrat,,T000074,1142,N00003350,,H8MS05047,1000578,400399
Weldon,David,J.,Jr.,Dave,,1953-08-31,M,rep,FL,15,,Republican,,W000267,1215,N00002807,,H4FL15114,,400427
Salazar,John,Tony,,,,1953-07-21,M,rep,CO,3,,Democrat,,S001158,1775,N00026431,,H4CO03167,1013039,400620
Camp,Dave,Lee,,,Dave Camp,1953-07-09,M,rep,MI,4,,Republican,341 Cannon HOB; Washington DC 20515-2204,C000071,166,N00008086,,H0MI10071,23039,400058
Hill,Baron,P.,,,,1953-06-23,M,rep,IN,9,,Democrat,,H001030,1578,N00003875,,H8IN09032,12259,400177
Sekula-Gibbs,Shelley,,,,,1953-06-22,F,rep,TX,22,,Republican,,S001166,1819,N00028489,,,,412185
Edwards,John,Reid,,,,1953-06-10,M,sen,NC,,3,Democrat,,E000286,1573,N00002283,S267,,,300039
LeBoutillier,John,,,,,1953-05-26,M,rep,NY,6,,Republican,,L000547,674,,,,,406688
Hagan,Kay,,,,Kay R. Hagan,1953-05-26,F,sen,NC,,2,Democrat,521 Dirksen Senate Office Building Washington DC 20510,H001049,1902,N00029617,S320,S8NC00239,1028015,412324
Miller,R.,Bradley,,Brad,Brad Miller,1953-05-19,M,rep,NC,13,,Democrat,1127 Longworth HOB; Washington DC 20515-3313,M001154,1735,N00025093,,H2NC13029,,400280
McInnis,Scott,,,,,1953-05-09,M,rep,CO,3,,Republican,,M000477,775,N00006213,,,26492,400265
Hiler,John,Patrick,,,,1953-04-24,M,rep,IN,3,,Republican,,H000586,537,,,,,405448
Chafee,Lincoln,D.,,,,1953-03-26,M,sen,RI,,1,Republican,,C001040,1612,N00009954,S272,,,300020
Andrews,Thomas,Hiram,,,,1953-03-22,M,rep,ME,1,,Democrat,,A000211,22,,,,,400885
Feingold,Russell,D.,,,,1953-03-02,M,sen,WI,,3,Democrat,,F000061,1331,N00000036,S230,S8WI00026,,300042
Strange,Luther,,,,Luther Strange,1953-03-01,M,sen,AL,,2,Republican,326 Russell Senate Office Building Washington DC 20510,S001202,,N00040607,S392,S8AL00308,9278255,412734
Franks,Gary,A.,,,,1953-02-09,M,rep,CT,5,,Republican,,F000348,410,,,,,404296
Klug,Scott,L.,,,,1953-01-16,M,rep,WI,2,,Republican,,K000274,641,,,,,406431
Fletcher,Ernest,Lee,,Ernie,,1952-11-12,M,rep,KY,6,,Republican,,F000441,1563,N00003430,,,,400135
Bradley,Jeb,E.,,,,1952-10-20,M,rep,NH,1,,Republican,,B001246,1736,N00025059,,,,400045
Cox,C.,Christopher,,,,1952-10-16,M,rep,CA,48,,Republican,,C000830,242,N00007124,,,,400083
Rothman,Steven,R.,,,Steven R. Rothman,1952-10-14,M,rep,NJ,9,,Democrat,2303 Rayburn HOB; Washington DC 20515-3009,R000462,1520,N00008619,,H6NJ09165,45112,400346
Sandlin,Max,A.,Jr.,,,1952-09-29,M,rep,TX,1,,Democrat,,S000044,1523,N00005724,,,,400358
Case,Ed,,,,,1952-09-27,M,rep,HI,2,,Democrat,,C001055,1693,N00025882,,,,400069
Kennedy,Joseph,Patrick,II,,,1952-09-24,M,rep,MA,8,,Democrat,,K000110,626,,,,,406277
Murphy,Tim,,,,Tim Murphy,1952-09-11,M,rep,PA,18,,Republican,2332 Rayburn HOB; Washington DC 20515-3818,M001151,1744,N00024992,,H2PA18143,1003612,400285
Pomeroy,Earl,Ralph,,,,1952-09-02,M,rep,ND,0,,Democrat,,P000422,922,N00008113,,H2ND00057,11486,400323
Campbell,Tom,,,,,1952-08-14,M,rep,CA,15,,Republican,,C000100,170,,,,,400573
Weber,John,Vincent,,,,1952-07-24,M,rep,MN,2,,Republican,,W000237,1212,,,,,411405
Bright,Bobby,,,,,1952-07-21,M,rep,AL,2,,Democrat,,B001264,1905,N00029838,,H8AL02130,87180,412267
Forbes,Michael,P.,,,,1952-07-16,M,rep,NY,1,,Democrat,,F000257,398,,,,,400582
Long Thompson,Jill,Lynette,,,,1952-07-15,F,rep,IN,4,,Democrat,,L000420,705,,,,,406920
Dreier,David,T.,,,David Dreier,1952-07-05,M,rep,CA,26,,Republican,233 Cannon HOB; Washington DC 20515-0526,D000492,317,N00006932,,H8CA35032,,400115
Abraham,Spencer,,,,,1952-06-12,M,sen,MI,,1,Republican,,A000355,1269,,S238,,,400555
McMillen,Charles,Thomas,,,,1952-05-26,M,rep,MD,4,,Democrat,,M000573,783,,,,,407564
Smith,Gordon,Harold,,,,1952-05-25,M,sen,OR,,2,Republican,,S001142,1549,N00007815,S262,S6OR00094,,300090
Hoke,Martin,R.,,,,1952-05-18,M,rep,OH,10,,Republican,,H000707,549,,,,,405560
Kasich,John,R.,,,,1952-05-13,M,rep,OH,12,,Republican,,K000016,618,N00009778,,,1620,400590
Benishek,Dan,,,,Dan Benishek,1952-04-20,M,rep,MI,1,,Republican,514 Cannon HOB; Washington DC 20515-2201,B001271,2027,N00031934,,H0MI01088,61860,412436
Shannon,James,Michael,,,,1952-04-04,M,rep,MA,5,,Democrat,,S000286,1045,,,,,409785
Hahn,Janice,,,,Janice Hahn,1952-03-30,F,rep,CA,44,,Democrat,404 Cannon HOB; Washington DC 20515-0544,H001063,2089,N00006806,,H8CA36097,57805,412498
Allen,George,Felix,,,,1952-03-08,M,sen,VA,,1,Republican,,A000121,13,N00009957,S274,,,300004
Stupak,Bart,T.,,,,1952-02-29,M,rep,MI,1,,Democrat,,S001045,1123,N00004196,,H2MI01068,28206,400391
Barcia,James,A.,,,,1952-02-25,M,rep,MI,5,,Democrat,,B000134,52,,,,,400526
Frist,William,H.,,Bill,,1952-02-22,M,sen,TN,,1,Republican,,F000439,1336,N00003147,S241,,,300045
Forbes,J.,Randy,,,J. Randy Forbes,1952-02-17,M,rep,VA,4,,Republican,2135 Rayburn HOB; Washington DC 20515-4604,F000445,1683,N00013799,,H2VA04052,89584,400137
Fields,Jack,Milton,Jr.,,,1952-02-03,M,rep,TX,8,,Republican,,F000111,380,,,,,404068
Geren,Preston,M.,,Pete,,1952-01-29,M,rep,TX,12,,Democrat,,G000134,434,,,,,404503
Reynolds,Mel,,,,,1952-01-08,M,rep,IL,2,,Democrat,,R000178,955,,,,,409154
Bass,Charles,F.,,Charlie,Charles F. Bass,1952-01-08,M,rep,NH,2,,Republican,2350 Rayburn HOB; Washington DC 20515-2902,B000220,63,N00000423,,H0NH02017,37079,400019
Jontz,James,Prather,,,,1951-12-18,M,rep,IN,5,,Democrat,,J000265,613,,,,,406157
Sestak,Joe,,,,,1951-12-12,M,rep,PA,7,,Democrat,,S001169,1874,N00028049,,H6PA07105,1020918,412232
Schmidt,Jean,,,,Jean Schmidt,1951-11-29,F,rep,OH,2,,Republican,2464 Rayburn HOB; Washington DC 20515-3502,S001164,1815,N00027526,,H6OH02086,1017087,412010
Grucci,Felix,,,,,1951-11-25,M,rep,NY,1,,Republican,,G000547,1662,,,,,400535
Edwards,Thomas,,,Chet,,1951-11-24,M,rep,TX,17,,Democrat,,E000063,335,N00005794,,H8TX06035,20693,400118
Penny,Timothy,Joseph,,,,1951-11-19,M,rep,MN,1,,Democrat,,P000215,906,,,,,408618
Tauscher,Ellen,O.,,,,1951-11-15,F,rep,CA,10,,Democrat,,T000057,1533,N00007422,,H6CA10088,,400396
Kempthorne,Dirk,,,,,1951-10-29,M,sen,ID,,3,Republican,,K000088,1376,,S232,,,406256
Wheat,Alan,Dupree,,,,1951-10-16,M,rep,MO,5,,Democrat,,W000326,1218,,,,,411488
Bentivolio,Kerry,L.,,,Kerry L. Bentivolio,1951-10-06,M,rep,MI,11,,Republican,226 Cannon HOB; Washington DC 20515-2211,B001280,2135,N00033625,,H2MI11133,79627,412547
Klink,Ron,,,,,1951-09-23,M,rep,PA,4,,Democrat,,K000270,639,,,,,400591
Franks,Bob,,,,,1951-09-21,M,rep,NJ,7,,Republican,,F000349,409,,,,,400584
Tierney,John,F.,,,John F. Tierney,1951-09-18,M,rep,MA,6,,Democrat,2238 Rayburn HOB; Washington DC 20515-2106,T000266,1535,N00000226,,H4MA06033,37546,400407
Wynn,Albert,Russell,,,,1951-09-10,M,rep,MD,4,,Democrat,,W000784,1251,N00001849,,H2MD05361,,400438
DeMint,Jim,W.,,,Jim DeMint,1951-09-02,M,sen,SC,,3,Republican,167 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,D000595,1605,N00002472,S302,S4SC00083,57895,400105
Torricelli,Robert,,,,,1951-08-27,M,sen,NJ,,2,Democrat,,T000317,1163,,S263,,,300156
Evans,Lane,A.,,,,1951-08-04,M,rep,IL,17,,Democrat,,E000250,361,N00004912,,,,400126
Pryce,Deborah,D.,,,,1951-07-29,F,rep,OH,15,,Republican,,P000555,933,N00003504,,H2OH15046,,400327
Luken,Charles,J.,,,,1951-07-18,M,rep,OH,1,,Democrat,,L000507,714,,,,,406993
Longley,James,,,,,1951-07-07,M,rep,ME,1,,Republican,,L000431,706,,,,,406922
Fleming,John,,,,John Fleming,1951-07-05,M,rep,LA,4,,Republican,2182 Rayburn HOB; Washington DC 20515-1804,F000456,1924,N00029679,,H8LA04225,1031345,412275
Tiahrt,Todd,,,,,1951-06-15,M,rep,KS,4,,Republican,,T000260,1158,N00008144,,H4KS04087,,400405
Siljander,Mark,Deli,,,,1951-06-11,M,rep,MI,4,,Republican,,S000409,1058,,,,,409903
Nugent,Richard,B.,,,Richard B. Nugent,1951-05-26,M,rep,FL,11,,Republican,1727 Longworth HOB; Washington DC 20515-0911,N000185,2001,N00032441,,H0FL05139,1033683,412409
Pease,Edward,A.,,,,1951-05-22,M,rep,IN,7,,Republican,,P000171,1511,,,,,400602
Franken,Alan,Stuart,,Al,Al Franken,1951-05-21,M,sen,MN,,2,Democrat,309 Hart Senate Office Building Washington DC 20510,F000457,1969,N00029016,S332,S8MN00438,23334,412378
Gunderson,Steven,Craig,,,,1951-05-10,M,rep,WI,3,,Republican,,G000524,476,,,,,404869
Buerkle,Ann Marie,,,,Ann Marie Buerkle,1951-05-08,F,rep,NY,25,,Republican,1630 Longworth HOB; Washington DC 20515-3225,B001276,2045,N00031640,,H0NY25078,,412456
Greenwood,James,C.,,Jim,,1951-05-04,M,rep,PA,8,,Republican,,G000439,465,N00001519,,,,400161
Quinn,Jack,,,,,1951-04-13,M,rep,NY,27,,Republican,,Q000016,938,N00001290,,,,400329
Hodes,Paul,W.,,,,1951-03-21,M,rep,NH,2,,Democrat,,H001043,1862,N00027048,,H4NH02175,1018918,412220
Gutknecht,Gilbert,W.,,Gil,,1951-03-20,M,rep,MN,1,,Republican,,G000536,479,N00004527,,,,400164
Staggers,Harley,Orrin,Jr.,,,1951-02-22,M,rep,WV,2,,Democrat,,S000779,1095,,,,,410245
Inslee,Jay,,,,,1951-02-09,M,rep,WA,1,,Democrat,2329 Rayburn House Office Building;  20515-4701,I000026,584,N00001725,,H2WA04090,26139,400193
Kissell,Larry,,,,Larry Kissell,1951-01-31,M,rep,NC,8,,Democrat,1632 Longworth HOB; Washington DC 20515-3308,K000369,1934,N00028859,,H6NC08111,1031354,412287
Bilbray,Brian,P.,,,Brian P. Bilbray,1951-01-28,M,rep,CA,50,,Republican,2410 Rayburn HOB; Washington DC 20515-0550,B000461,87,N00006981,,H4CA49032,36554,400570
Hanna,Richard,L.,,,Richard L. Hanna,1951-01-25,M,rep,NY,22,,Republican,319 Cannon HOB; Washington DC 20515-3222,H001051,2044,N00030197,,H8NY24066,61702,412454
Berkley,Shelley,,,,Shelley Berkley,1951-01-20,F,rep,NV,1,,Democrat,405 Cannon HOB; Washington DC 20515-2801,B001231,1576,N00009818,,H8NV01071,,400024
Thurman,Karen,,,,,1951-01-12,F,rep,FL,5,,Democrat,,T000253,1157,,,,,400509
Ward,Michael,Delavan,,,,1951-01-07,M,rep,KY,3,,Democrat,,W000139,1201,,,,,411314
Hutchinson,Asa,,,,,1950-12-03,M,rep,AR,3,,Republican,,H001014,1493,,,,,400588
Doolittle,John,T.,,,,1950-10-30,M,rep,CA,4,,Republican,,D000429,307,N00007556,,H0CA14042,,400113
Cannon,Christopher,B.,,Chris,,1950-10-20,M,rep,UT,3,,Republican,,C000116,1470,N00006349,,H6UT03042,,400059
Swindall,Patrick,Lynn,,,,1950-10-18,M,rep,GA,4,,Republican,,S001122,1130,,,,,410574
Synar,Michael,Lynn,,,,1950-10-17,M,rep,OK,2,,Democrat,,S001139,1133,,,,,410589
Tauke,Thomas,Joseph,,,,1950-10-11,M,rep,IA,2,,Republican,,T000053,1139,,,,,410641
Emerson,Jo Ann,H.,,,Jo Ann Emerson,1950-09-16,F,rep,MO,8,,Republican,2230 Rayburn HOB; Washington DC 20515-2508,E000172,1481,N00005090,,H6MO08084,46627,400121
Riggs,Frank,D.,,,,1950-09-05,M,rep,CA,1,,Republican,,R000252,962,,,,,409228
Hoeffel,Joseph,M.,,,,1950-09-03,M,rep,PA,13,,Democrat,,H001031,1579,N00001529,,,,400181
Reynolds,Thomas,M.,,,,1950-09-03,M,rep,NY,26,,Republican,,R000569,1587,N00001295,,H8NY27077,,400338
Barkley,Dean,,,,,1950-08-31,M,sen,MN,,2,Independent,,B001237,1690,,S285,,,401147
McHale,Paul,F.,Jr.,,,1950-07-26,M,rep,PA,15,,Democrat,,M000466,772,,,,,407465
Souder,Mark,Edward,,,,1950-07-18,M,rep,IN,3,,Republican,,S001143,1089,N00003844,,H4IN04099,,400385
Udall,Mark,E.,,,Mark Udall,1950-07-18,M,sen,CO,,2,Democrat,730 Hart Senate Office Building Washington DC 20510,U000038,1595,N00008051,S325,"H8CO02087,S8CO00172",7634,400412
Smith,Linda,,,,,1950-07-16,F,rep,WA,3,,Republican,,S000587,1078,,,,,410067
Davis,Jo Ann,S.,,,,1950-06-29,F,rep,VA,1,,Republican,,D000597,1672,N00013078,,H0VA01052,,400095
Johanns,Mike,,,,Mike Johanns,1950-06-18,M,sen,NE,,2,Republican,404 Russell Senate Office Building Washington DC 20510,J000291,1899,N00029444,S321,S8NE00117,56552,412320
Bishop,Timothy,H.,,,Timothy H. Bishop,1950-06-01,M,rep,NY,1,,Democrat,306 Cannon HOB; Washington DC 20515-3201,B001242,1740,N00025413,,H2NY01067,1003587,400031
Eckart,Dennis,Edward,,,,1950-04-06,M,rep,OH,11,,Democrat,,E000031,331,,,,,403726
Westmoreland,Lynn,A.,,,Lynn A. Westmoreland,1950-04-02,M,rep,GA,3,,Republican,2202 Rayburn HOB; Washington DC 20515-1003,W000796,1779,N00026163,,H4GA08067,1013045,400627
McCurdy,David,Keith,,,,1950-03-30,M,rep,OK,4,,Democrat,,M000398,764,,,,,407399
Kirkpatrick,Ann,,,,Ann Kirkpatrick,1950-03-24,F,rep,AZ,1,,Democrat,201 Cannon HOB; Washington DC 20515-0301,K000368,1907,N00029260,,H8AZ01104,1031338,412286
Istook,Ernest,J.,Jr.,,,1950-02-11,M,rep,OK,5,,Republican,,I000047,586,N00005551,,,,400197
McEwen,Bob,,,,,1950-01-12,M,rep,OH,6,,Republican,,M000432,768,,,,,407432
Neugebauer,Randy,,,,Randy Neugebauer,1949-12-24,M,rep,TX,19,,Republican,1424 Longworth HOB; Washington DC 20515-4319,N000182,1758,N00026043,,H4TX19102,1010920,400441
Kagen,Steve,,,,,1949-12-12,M,rep,WI,8,,Democrat,,K000365,1880,N00027618,,H6WI08122,1021765,412240
Drake,Thelma,D.,,,,1949-11-20,F,rep,VA,2,,Republican,,D000605,1808,N00027281,,H4VA02037,,400658
Boehner,John,A.,,,John A. Boehner,1949-11-17,M,rep,OH,8,,Republican,1011 Longworth HOB; Washington DC 20515-3508,B000589,102,N00003675,,H0OH08029,16740,400036
Ashford,Brad,,,,Brad Ashford,1949-11-10,M,rep,NE,2,,Democrat,107 Cannon HOB; Washington DC 20515-2702,A000373,2257,N00005293,,H4NE02054,,412642
Parker,Michael,,,Mike,,1949-10-31,M,rep,MS,4,,Republican,,P000066,889,,,,,408476
